0	1	2	3	4	5	6	7	8	9	10	11	12
2.8466722e-05	1.3538902e-08	0.00016255247	0.103434846	6.345039e-05	2.6937503e-05	2.2108077e-05	7.1489964e-08	4.1005052e-05	0.30539504	0.00020559122	2.2068942e-05	0.0005441832
0.98961335	0.83597666	0.99821234	9.187455e-10	0.99341005	0.9899303	0.98503023	0.82628083	0.9933868	4.5055807e-05	0.98404354	0.9850472	0.79391354
0.0014525052	1.9224537e-06	0.0074218116	0.0019498365	0.0014227796	0.001487717	0.001045879	4.840082e-06	0.002016099	0.0595468	0.0027386358	0.0011074033	0.0054141385
0.73502	0.28176656	0.89325094	5.694168e-08	0.99877685	0.72470295	0.57176435	0.27255702	0.6677754	0.00052889914	0.9941929	0.5737824	0.9966647
0.983591	0.4748752	0.99811953	1.1707682e-10	0.93946004	0.98371524	0.9739502	0.5033216	0.9908103	1.099012e-05	0.90804845	0.9737249	0.14885318
0.097815864	0.0006248954	0.3753438	5.5345063e-06	0.25525913	0.09629668	0.060417093	0.0011090338	0.12595092	0.0033073886	0.22063829	0.0605186	0.13282312
1.0188247e-06	1.8045567e-11	7.0000383e-06	0.3537257	2.830261e-07	9.753481e-07	9.233346e-07	1.7553337e-10	1.944451e-06	0.47342947	2.2522145e-06	1.0846812e-06	2.1136505e-06
0.1565249	0.0008176021	0.5745988	2.1732728e-06	0.13829264	0.14977686	0.10254586	0.0015878048	0.23127677	0.0017989478	0.18260321	0.10633004	0.045833703
0.3022143	0.021031054	0.6055735	5.553613e-07	0.9664906	0.29115063	0.18234116	0.027169785	0.2575666	0.0009883002	0.91394854	0.16642569	0.95427686
0.5355437	0.011174331	0.8515194	8.6220757e-07	0.33200914	0.52806216	0.453156	0.015083066	0.65854174	0.0010018211	0.34529093	0.44127148	0.059201848
3.5910067e-05	4.845488e-09	0.00029352645	0.08505508	1.8461104e-05	3.208543e-05	2.6969507e-05	2.782547e-08	7.100897e-05	0.2803201	7.7404904e-05	2.9189277e-05	9.018514e-05
4.569172e-09	5.242619e-17	6.881407e-08	0.66139185	7.9844594e-12	3.8010914e-09	4.8815076e-09	3.2920209e-15	2.076469e-08	0.7808088	2.5287364e-10	7.977773e-09	7.412867e-12
2.530448e-06	6.416113e-11	2.0980875e-05	0.21827185	1.439771e-06	2.431613e-06	1.649492e-06	5.4424626e-10	4.0720815e-06	0.38734162	1.0053499e-05	2.106175e-06	1.752768e-05
3.1442632e-05	2.2554175e-08	0.00018290924	0.032770164	0.00024573074	3.197452e-05	2.2685263e-05	7.5018505e-08	4.1221752e-05	0.21263918	0.0006066675	2.3759172e-05	0.0021442103
0.68275726	0.019630408	0.94025815	7.311763e-08	0.53373617	0.67328656	0.5927058	0.027358517	0.77803236	0.0003341951	0.47582197	0.5990966	0.14487118
3.4718256e-11	5.708785e-19	4.272979e-10	0.7184439	2.7859682e-11	2.5968672e-11	2.2114068e-11	4.1657884e-17	9.8327166e-11	0.84983444	4.8110615e-10	4.5240135e-11	5.297086e-10
0.00016035672	9.505925e-07	0.00047202292	0.005778416	0.09979046	0.00015289673	8.335277e-05	2.0239347e-06	0.000102741935	0.1246558	0.08114072	8.877649e-05	0.6399312
9.1874165e-07	1.545087e-10	3.5766222e-06	0.15483297	5.736992e-05	1.0641013e-06	6.519442e-07	5.147447e-10	8.1677416e-07	0.38219064	0.00023175315	7.495449e-07	0.0010286053
2.444276e-08	1.324755e-14	2.9176147e-07	0.49254924	1.589701e-09	2.2391125e-08	2.2492141e-08	3.0226716e-13	6.510701e-08	0.6333116	1.9847201e-08	3.2943376e-08	7.28049e-09
1.4453081e-05	4.9752174e-08	3.856529e-05	0.0293283	0.010974938	1.4432352e-05	6.975056e-06	1.4112958e-07	8.494489e-06	0.21427615	0.013682906	7.4355767e-06	0.3617016
6.710835e-10	3.64584e-15	4.931707e-09	0.44060037	1.07114445e-07	5.764999e-10	4.0796153e-10	4.9841208e-14	7.66457e-10	0.59858686	6.929851e-07	6.33931e-10	7.933952e-06
1.4927773e-08	1.277748e-13	7.446311e-08	0.44402146	1.2898246e-07	1.5020625e-08	9.872415e-09	1.2490807e-12	1.9413084e-08	0.5817531	9.741545e-07	1.690906e-08	3.7836937e-06
3.4759137e-11	4.5550375e-18	4.410569e-10	0.62510455	2.6757627e-10	3.2893098e-11	2.4483363e-11	1.1553385e-16	5.0837206e-11	0.73488295	5.530281e-09	4.2439555e-11	1.7589315e-08
0.0018571696	1.7527129e-05	0.005305198	0.00044022358	0.43036422	0.0018182523	0.0009196921	3.315843e-05	0.0013068196	0.036356997	0.29995117	0.0008965531	0.7748585
1.3483823e-05	1.3003798e-09	6.382786e-05	0.14854293	1.176266e-05	1.2242626e-05	1.0048361e-05	7.0701405e-09	2.0426452e-05	0.3483364	4.1261435e-05	1.0489863e-05	0.0001069369
0.9998466	0.99917716	0.999972	1.5780738e-12	0.9999622	0.9998417	0.9997111	0.99856937	0.9999	1.6318585e-06	0.99979347	0.999723	0.9883618
0.9993222	0.9897399	0.9998872	4.3928854e-11	0.9981686	0.9993222	0.99898905	0.9856499	0.9996263	7.815583e-06	0.9956031	0.998992	0.7492781
1.9463453e-06	1.0651952e-11	1.0741364e-05	0.41983196	1.3259591e-07	1.674455e-06	1.7834086e-06	1.2992858e-10	4.7229328e-06	0.5439064	7.615511e-07	2.308251e-06	3.018345e-07
0.0008625979	9.97943e-06	0.0026292496	0.00084763597	0.3036374	0.00089875807	0.00048593545	1.6661857e-05	0.00065445644	0.050081465	0.22056167	0.0004900673	0.72923124
1.3952602e-10	6.4819213e-18	1.6841747e-09	0.6174812	2.1873248e-10	1.0730364e-10	9.199075e-11	2.5240306e-16	2.6877217e-10	0.758678	3.5383336e-09	1.600452e-10	2.6872924e-09
3.4886095e-06	3.372993e-09	1.0517821e-05	0.105658926	0.0005156708	3.3491647e-06	2.303119e-06	1.18243015e-08	3.1468976e-06	0.34900776	0.0009229933	2.5301729e-06	0.012361626
2.0199786e-07	5.5512188e-12	1.2608081e-06	0.3262008	4.1807907e-06	2.0062937e-07	1.2775031e-07	3.257083e-11	2.3496541e-07	0.47533482	2.0887723e-05	1.6887874e-07	6.426344e-05
2.7623133e-07	9.319267e-12	1.8845494e-06	0.35707864	1.4802997e-06	2.4683152e-07	1.926685e-07	9.604319e-11	4.3413246e-07	0.48325238	6.2085182e-06	2.708118e-07	2.1547468e-05
5.7385872e-08	2.1854698e-13	5.343598e-07	0.3810614	5.1406133e-08	5.69039e-08	4.1600742e-08	1.8706414e-12	9.7676065e-08	0.5065527	4.35709e-07	6.041131e-08	4.981009e-07
0.9876001	0.9725114	0.99535626	2.3699176e-09	0.99981767	0.9884284	0.98078525	0.96579504	0.9859942	9.5201794e-05	0.9988984	0.9804623	0.9976299
1.0576314e-06	3.4145856e-11	6.0484977e-06	0.26238018	3.2597347e-06	9.725218e-07	7.0873773e-07	2.9559977e-10	1.74187e-06	0.4173176	1.171412e-05	9.925328e-07	2.636257e-05
7.225496e-05	5.028988e-08	0.0005465497	0.018810965	0.00019165048	7.092519e-05	5.964058e-05	2.0941349e-07	0.000105712155	0.15897234	0.0004828829	5.532534e-05	0.0008529233
5.5444416e-10	2.835842e-16	4.945082e-09	0.54976714	2.970457e-09	4.551183e-10	3.3281738e-10	7.245614e-15	9.159984e-10	0.69374126	3.4526533e-08	5.8756655e-10	1.0903184e-07
0.7310794	0.17911752	0.9188794	4.6308532e-08	0.9807916	0.7320738	0.6388697	0.2263499	0.7445554	0.00035152555	0.9522477	0.6298422	0.9160229
3.371115e-09	2.3418386e-16	4.750619e-08	0.6512849	1.3292935e-10	3.152039e-09	3.1067837e-09	1.0547132e-14	9.803064e-09	0.7654405	3.0690077e-09	5.425809e-09	6.7290357e-10
0.00058696506	5.3212784e-07	0.004287355	0.0005871623	0.0044579897	0.00060737855	0.00038156647	1.4117712e-06	0.0007457162	0.039395478	0.008274348	0.00038542028	0.0130494265
7.4293865e-08	2.879892e-11	1.5340348e-07	0.22693877	0.0002523657	7.177908e-08	3.6763545e-08	1.0029939e-10	3.944927e-08	0.42590752	0.00052255794	4.538462e-08	0.022775669
6.141511e-08	2.438832e-12	2.6782502e-07	0.3504599	5.063845e-06	5.1378592e-08	3.16672e-08	1.9159167e-11	5.646215e-08	0.49259517	1.7588747e-05	4.2422624e-08	0.00016592247
1.16720685e-05	6.40531e-09	6.361349e-05	0.04055815	0.00034356158	1.0576047e-05	6.5365093e-06	2.6097215e-08	1.1466307e-05	0.21845096	0.0009003858	7.381513e-06	0.0064061214
0.8590242	0.07586938	0.9711493	6.6215726e-08	0.763387	0.8523861	0.7785954	0.080112234	0.907928	0.0002513624	0.7127878	0.77463245	0.16263457
7.068041e-08	1.1074969e-11	1.9891397e-07	0.33331183	1.0399242e-05	7.706854e-08	5.0894627e-08	4.9814954e-11	5.189378e-08	0.4980889	4.0656174e-05	6.952212e-08	0.00063855207
8.4124054e-05	1.6266185e-08	0.0005154457	0.049231328	1.8316936e-05	8.241562e-05	6.77583e-05	7.134163e-08	0.00013807451	0.22732897	7.271892e-05	6.8845875e-05	8.082277e-05
1.8726174e-05	2.1415933e-09	0.000112425194	0.15934117	5.6663844e-06	1.9037505e-05	1.5732881e-05	1.3908616e-08	3.3541473e-05	0.35203955	2.7602155e-05	1.645473e-05	6.411458e-05
2.560098e-09	1.6133035e-13	5.754686e-09	0.38589355	2.1298896e-05	2.5453355e-09	1.1420066e-09	9.88468e-13	1.3901076e-09	0.5447093	5.36695e-05	1.9223612e-09	0.0012614093
1.4696423e-08	1.178266e-14	1.3891189e-07	0.5273142	7.640242e-09	1.3496206e-08	1.1177847e-08	2.1077916e-13	3.3874944e-08	0.6515441	8.445456e-08	1.7580327e-08	9.4043145e-08
